NO.	Time	Interval	Indoor Temperature(°C)	Indoor Humidity(%)	Outdoor Temperature(°C)	Outdoor Humidity(%)	Relative Pressure(mmHg)	Absolute Pressure(mmHg)	Wind Speed(m/s)	Gust(m/s)	Wind Direction	DewPoint(°C)	WindChill(°C)	Hour Rainfall(mm)	24 Hour Rainfall(mm)	Week Rainfall(mm)	Month Rainfall(mm)	Total Rainfall(mm)
 3171	 2018-04-09 03:00:17	 120	 8.7	 69	 5.7	 62	 762.2	 756.9	 0.0	 0.0	 SE	 -1.0	 5.7	 0.00	 0.00	 0.30	 27.60	 437.40
 3172	 2018-04-09 05:00:17	 120	 8.4	 69	 5.8	 65	 761.6	 756.2	 1.0	 1.4	 W	 -0.3	 5.8	 0.00	 0.00	 0.30	 27.60	 437.40
 3173	 2018-04-09 07:00:17	 120	 8.1	 69	 5.8	 68	 761.0	 755.6	 0.0	 0.0	 E	 0.4	 5.8	 0.00	 0.00	 0.30	 27.60	 437.40
 3174	 2018-04-09 09:00:17	 120	 8.0	 69	 6.7	 69	 760.7	 755.4	 0.0	 0.0	 E	 1.4	 6.7	 0.00	 0.00	 0.30	 27.60	 437.40
 3175	 2018-04-09 11:00:17	 120	 8.2	 69	 7.4	 50	 761.1	 755.8	 0.7	 1.0	 W	 -2.3	 7.4	 0.00	 0.00	 0.30	 27.60	 437.40
 3176	 2018-04-09 13:00:17	 120	 8.4	 69	 7.7	 43	 761.1	 755.8	 0.3	 1.0	 NE	 -4.1	 7.7	 0.00	 0.00	 0.30	 27.60	 437.40
 3177	 2018-04-09 15:00:17	 120	 8.7	 70	 6.5	 53	 761.6	 756.3	 0.3	 1.4	 SE	 -2.4	 6.5	 0.30	 0.30	 0.60	 27.90	 437.70
 3178	 2018-04-09 17:00:17	 120	 9.9	 68	 6.8	 46	 762.2	 756.9	 1.7	 2.4	 W	 -4.0	 6.8	 0.00	 0.30	 0.60	 27.90	 437.70
 3179	 2018-04-09 19:00:17	 120	 11.3	 66	 8.6	 41	 762.3	 757.0	 1.0	 1.7	 NW	 -3.9	 8.6	 0.00	 0.30	 0.60	 27.90	 437.70
 3180	 2018-04-09 21:00:17	 120	 10.1	 68	 6.7	 55	 763.9	 758.6	 0.7	 1.0	 NNE	 -1.7	 6.7	 0.00	 0.30	 0.60	 27.90	 437.70
 3181	 2018-04-09 23:00:17	 120	 9.6	 69	 5.1	 50	 766.1	 760.7	 2.7	 3.4	 NNE	 -4.5	 2.0	 0.00	 0.30	 0.60	 27.90	 437.70
 3182	 2018-04-10 01:00:17	 120	 9.0	 69	 4.1	 46	 767.6	 762.3	 2.0	 2.7	 N	 -6.5	 2.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3183	 2018-04-10 03:00:17	 120	 8.5	 69	 3.0	 47	 769.2	 763.9	 2.4	 3.7	 NNE	 -7.2	 0.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3184	 2018-04-10 05:00:17	 120	 7.9	 69	 2.4	 38	 770.3	 765.0	 2.0	 3.1	 NE	 -10.5	 0.9	 0.00	 0.00	 0.60	 27.90	 437.70
 3185	 2018-04-10 07:00:17	 120	 7.3	 69	 1.6	 36	 771.6	 766.3	 1.7	 2.4	 NNE	 -11.9	 1.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3186	 2018-04-10 09:00:17	 120	 7.0	 69	 2.0	 25	 772.6	 767.3	 1.4	 2.7	 ENE	 -16.0	 2.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3187	 2018-04-10 11:00:17	 120	 7.1	 69	 3.9	 24	 773.6	 768.3	 4.4	 6.1	 ENE	 -14.8	 -2.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3188	 2018-04-10 13:00:17	 120	 8.1	 71	 7.6	 17	 774.1	 768.8	 2.0	 3.4	 E	 -15.9	 6.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3189	 2018-04-10 15:00:17	 120	 9.4	 69	 9.5	 19	 774.0	 768.7	 4.4	 8.2	 E	 -13.0	 4.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3190	 2018-04-10 17:00:17	 120	 11.2	 67	 10.6	 18	 773.8	 768.5	 1.7	 2.4	 N	 -12.7	 10.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3191	 2018-04-10 19:00:17	 120	 16.5	 55	 10.4	 18	 772.8	 767.5	 3.7	 5.1	 NE	 -12.9	 6.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3192	 2018-04-10 21:00:17	 120	 15.2	 56	 7.3	 17	 774.3	 769.0	 1.4	 2.0	 NE	 -16.2	 7.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3193	 2018-04-10 23:00:17	 120	 12.6	 62	 5.1	 20	 775.7	 770.3	 1.4	 2.0	 E	 -16.0	 5.1	 0.00	 0.00	 0.60	 27.90	 437.70
 3194	 2018-04-11 01:00:17	 120	 11.1	 64	 4.0	 21	 776.3	 771.0	 2.0	 2.7	 E	 -16.4	 2.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3195	 2018-04-11 03:00:17	 120	 10.1	 65	 3.2	 22	 777.4	 772.1	 1.0	 1.7	 N	 -16.5	 3.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3196	 2018-04-11 05:00:17	 120	 9.2	 66	 1.5	 21	 777.8	 772.4	 1.0	 1.4	 NE	 -18.5	 1.5	 0.00	 0.00	 0.60	 27.90	 437.70
 3197	 2018-04-11 07:00:17	 120	 8.3	 66	 -0.2	 25	 777.7	 772.4	 1.4	 2.0	 N	 -17.9	 -0.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3198	 2018-04-11 09:00:17	 120	 7.6	 67	 0.9	 22	 777.8	 772.5	 0.7	 1.4	 NE	 -18.4	 0.9	 0.00	 0.00	 0.60	 27.90	 437.70
 3199	 2018-04-11 11:00:17	 120	 7.7	 69	 5.4	 20	 777.7	 772.4	 2.0	 3.1	 ---	 -15.8	 4.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3200	 2018-04-11 13:00:17	 120	 8.9	 72	 8.9	 21	 777.2	 771.9	 2.4	 4.1	 NE	 -12.3	 6.8	 0.00	 0.00	 0.60	 27.90	 437.70
 3201	 2018-04-11 15:00:17	 120	 10.4	 68	 11.1	 17	 776.4	 771.1	 1.7	 2.4	 N	 -13.0	 11.1	 0.00	 0.00	 0.60	 27.90	 437.70
 3202	 2018-04-11 17:00:17	 120	 12.2	 65	 12.4	 16	 775.0	 769.7	 3.4	 5.8	 NE	 -12.7	 9.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3203	 2018-04-11 19:00:17	 120	 16.5	 56	 11.6	 17	 773.7	 768.4	 2.4	 3.4	 NE	 -12.6	 9.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3204	 2018-04-11 21:00:17	 120	 15.8	 57	 9.4	 19	 774.4	 769.1	 1.7	 2.4	 N	 -13.1	 9.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3205	 2018-04-11 23:00:17	 120	 13.3	 62	 5.5	 20	 774.8	 769.5	 1.7	 2.0	 NE	 -15.7	 5.5	 0.00	 0.00	 0.60	 27.90	 437.70
 3206	 2018-04-12 01:00:17	 120	 11.8	 63	 4.2	 21	 775.1	 769.7	 0.7	 1.0	 NE	 -16.2	 4.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3207	 2018-04-12 03:00:17	 120	 10.7	 64	 3.4	 22	 775.7	 770.3	 1.4	 1.7	 E	 -16.3	 3.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3208	 2018-04-12 05:01:17	 121	 9.7	 65	 1.8	 20	 775.7	 770.4	 0.7	 1.0	 N	 -18.8	 1.8	 0.00	 0.00	 0.60	 27.90	 437.70
 3209	 2018-04-12 07:01:17	 120	 8.7	 66	 0.0	 24	 775.4	 770.1	 1.7	 2.0	 N	 -18.2	 0.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3210	 2018-04-12 09:01:17	 120	 8.0	 66	 2.3	 20	 775.5	 770.2	 0.7	 1.0	 NE	 -18.4	 2.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3211	 2018-04-12 11:01:17	 120	 8.3	 69	 7.4	 18	 775.7	 770.3	 2.7	 4.8	 NE	 -15.4	 4.5	 0.00	 0.00	 0.60	 27.90	 437.70
 3212	 2018-04-12 13:01:17	 120	 9.1	 68	 10.1	 19	 774.8	 769.4	 4.1	 7.8	 E	 -12.5	 5.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3213	 2018-04-12 15:01:17	 120	 10.6	 65	 12.4	 16	 773.8	 768.5	 3.7	 5.4	 NE	 -12.7	 8.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3214	 2018-04-12 17:01:17	 120	 12.6	 63	 13.8	 19	 772.4	 767.0	 2.7	 4.4	 E	 -9.4	 11.6	 0.00	 0.00	 0.60	 27.90	 437.70
 3215	 2018-04-12 19:01:17	 120	 18.7	 51	 12.8	 17	 770.9	 765.6	 4.4	 5.8	 NE	 -11.7	 8.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3216	 2018-04-12 21:01:17	 120	 17.4	 51	 10.7	 19	 772.0	 766.7	 1.7	 3.1	 NE	 -12.0	 10.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3217	 2018-04-12 23:01:17	 120	 14.5	 58	 7.6	 18	 772.8	 767.5	 2.4	 3.7	 ESE	 -15.2	 5.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3218	 2018-04-13 01:01:17	 120	 12.7	 61	 5.7	 20	 773.0	 767.7	 2.4	 4.1	 NE	 -15.5	 3.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3219	 2018-04-13 03:01:17	 120	 11.5	 62	 5.1	 20	 773.4	 768.1	 4.4	 6.1	 NE	 -16.0	 -1.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3220	 2018-04-13 05:01:17	 120	 10.5	 62	 4.9	 21	 773.6	 768.2	 1.0	 1.4	 NE	 -15.6	 4.9	 0.00	 0.00	 0.60	 27.90	 437.70
 3221	 2018-04-13 07:01:17	 120	 9.9	 63	 4.2	 21	 773.8	 768.5	 1.4	 2.4	 NW	 -16.2	 4.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3222	 2018-04-13 09:01:17	 120	 9.4	 63	 6.0	 19	 773.5	 768.2	 1.7	 2.4	 NE	 -15.9	 6.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3223	 2018-04-13 11:01:17	 120	 9.8	 66	 9.3	 20	 773.2	 767.9	 3.4	 6.1	 NE	 -12.5	 5.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3224	 2018-04-13 13:01:17	 120	 11.0	 66	 13.4	 18	 772.4	 767.0	 2.4	 3.7	 N	 -10.4	 11.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3225	 2018-04-13 15:01:17	 120	 12.5	 64	 15.1	 17	 771.7	 766.4	 5.4	 8.8	 NE	 -9.8	 10.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3226	 2018-04-13 17:01:17	 120	 14.5	 62	 14.8	 18	 770.9	 765.5	 4.8	 7.8	 NE	 -9.3	 10.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3227	 2018-04-13 19:01:17	 120	 19.3	 51	 15.3	 16	 769.6	 764.3	 4.4	 7.1	 N	 -10.4	 11.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3228	 2018-04-13 21:01:17	 120	 17.5	 53	 13.0	 19	 769.8	 764.5	 1.0	 1.7	 NE	 -10.1	 13.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3229	 2018-04-13 23:01:17	 120	 15.4	 58	 11.0	 17	 770.2	 764.9	 3.4	 5.4	 NE	 -13.1	 7.4	 0.00	 0.00	 0.60	 27.90	 437.70
 3230	 2018-04-14 01:01:17	 120	 14.0	 61	 9.0	 19	 771.4	 766.1	 0.7	 1.7	 NE	 -13.4	 9.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3231	 2018-04-14 03:01:17	 120	 13.1	 62	 7.7	 17	 771.8	 766.4	 0.7	 1.4	 NW	 -15.8	 7.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3232	 2018-04-14 05:01:17	 120	 12.2	 61	 6.7	 19	 771.2	 765.8	 1.0	 1.7	 NE	 -15.3	 6.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3233	 2018-04-14 07:01:17	 120	 11.6	 62	 6.1	 19	 770.3	 765.0	 1.7	 2.7	 NE	 -15.8	 6.1	 0.00	 0.00	 0.60	 27.90	 437.70
 3234	 2018-04-14 09:01:17	 120	 11.1	 62	 7.8	 18	 770.5	 765.2	 0.3	 1.0	 ENE	 -15.1	 7.8	 0.00	 0.00	 0.60	 27.90	 437.70
 3235	 2018-04-14 11:01:17	 120	 11.4	 65	 13.6	 19	 770.6	 765.3	 3.1	 4.4	 ENE	 -9.6	 10.8	 0.00	 0.00	 0.60	 27.90	 437.70
 3236	 2018-04-14 13:01:17	 120	 12.7	 67	 16.5	 16	 770.2	 764.9	 2.0	 4.1	 SE	 -9.4	 15.7	 0.00	 0.00	 0.60	 27.90	 437.70
 3237	 2018-04-14 15:01:17	 120	 14.1	 64	 19.2	 13	 769.4	 764.0	 3.1	 4.4	 NE	 -9.9	 17.2	 0.00	 0.00	 0.60	 27.90	 437.70
 3238	 2018-04-14 17:01:17	 120	 16.3	 62	 20.5	 12	 768.5	 763.1	 1.0	 3.7	 E	 -9.9	 20.5	 0.00	 0.00	 0.60	 27.90	 437.70
 3239	 2018-04-14 19:01:17	 120	 21.3	 52	 20.0	 12	 767.2	 761.9	 1.0	 1.7	 ENE	 -10.3	 20.0	 0.00	 0.00	 0.60	 27.90	 437.70
 3240	 2018-04-14 21:01:17	 120	 19.9	 55	 15.9	 18	 767.9	 762.6	 1.0	 1.7	 SE	 -8.4	 15.9	 0.00	 0.00	 0.60	 27.90	 437.70
 3241	 2018-04-14 23:01:17	 120	 17.8	 60	 14.3	 20	 768.5	 763.1	 1.0	 1.4	 NE	 -8.4	 14.3	 0.00	 0.00	 0.60	 27.90	 437.70
 3242	 2018-04-15 01:01:17	 120	 17.0	 61	 13.2	 22	 768.1	 762.8	 0.7	 1.0	 NE	 -8.1	 13.2	 0.00	 0.00	 0.00	 27.90	 437.70
 3243	 2018-04-15 03:01:17	 120	 16.3	 62	 11.5	 20	 767.9	 762.6	 0.3	 0.7	 NW	 -10.7	 11.5	 0.00	 0.00	 0.00	 27.90	 437.70
 3244	 2018-04-15 05:01:17	 120	 15.6	 63	 11.3	 21	 767.5	 762.2	 0.3	 0.7	 NW	 -10.2	 11.3	 0.00	 0.00	 0.00	 27.90	 437.70
 3245	 2018-04-15 07:01:17	 120	 15.0	 63	 10.1	 22	 767.4	 762.1	 1.4	 1.7	 NE	 -10.7	 10.1	 0.00	 0.00	 0.00	 27.90	 437.70
 3246	 2018-04-15 09:01:17	 120	 14.5	 64	 10.3	 21	 767.4	 762.1	 1.7	 2.0	 NE	 -11.1	 10.3	 0.00	 0.00	 0.00	 27.90	 437.70
 3247	 2018-04-15 11:01:17	 120	 14.5	 65	 12.9	 19	 766.6	 761.3	 1.0	 1.7	 E	 -10.2	 12.9	 0.00	 0.00	 0.00	 27.90	 437.70
 3248	 2018-04-15 13:01:17	 120	 15.3	 64	 15.7	 21	 766.6	 761.3	 2.4	 3.7	 N	 -6.6	 14.2	 0.00	 0.00	 0.00	 27.90	 437.70
 3249	 2018-04-15 15:01:17	 120	 16.6	 63	 17.1	 19	 766.0	 760.7	 3.1	 3.7	 ESE	 -6.7	 14.8	 0.00	 0.00	 0.00	 27.90	 437.70
 3250	 2018-04-15 17:01:17	 120	 17.3	 62	 13.8	 25	 765.6	 760.3	 0.3	 1.0	 SW	 -5.9	 13.8	 0.00	 0.00	 0.00	 27.90	 437.70
 3251	 2018-04-15 19:01:17	 120	 16.9	 63	 10.6	 44	 765.7	 760.4	 1.7	 2.4	 E	 -1.1	 10.6	 0.60	 0.60	 0.60	 28.50	 438.30
 3252	 2018-04-15 21:01:17	 120	 16.3	 64	 10.3	 42	 765.5	 760.2	 1.4	 2.0	 SE	 -2.0	 10.3	 0.30	 0.90	 0.90	 28.80	 438.60
 3253	 2018-04-15 23:01:17	 120	 15.5	 64	 7.7	 52	 766.1	 760.7	 0.7	 1.7	 SSW	 -1.5	 7.7	 0.00	 0.90	 0.90	 28.80	 438.60
 3254	 2018-04-16 01:01:17	 120	 14.8	 65	 7.7	 58	 766.3	 761.0	 0.0	 0.3	 SE	 -0.0	 7.7	 0.00	 0.00	 0.90	 28.80	 438.60
 3255	 2018-04-16 03:01:17	 120	 14.0	 65	 7.7	 59	 766.1	 760.7	 0.0	 0.3	 NE	 0.2	 7.7	 0.00	 0.00	 0.90	 28.80	 438.60
 3256	 2018-04-16 05:01:17	 120	 13.6	 66	 7.7	 60	 766.1	 760.7	 0.0	 0.0	 SE	 0.4	 7.7	 0.00	 0.00	 0.90	 28.80	 438.60
 3257	 2018-04-16 07:01:17	 120	 13.1	 66	 7.5	 63	 766.2	 760.9	 0.3	 0.7	 E	 0.9	 7.5	 0.00	 0.00	 0.90	 28.80	 438.60
 3258	 2018-04-16 09:01:17	 120	 12.7	 67	 7.7	 68	 766.1	 760.8	 0.0	 0.3	 NE	 2.2	 7.7	 0.30	 0.30	 1.20	 29.10	 438.90
 3259	 2018-04-16 11:01:17	 120	 12.5	 66	 8.3	 70	 766.9	 761.6	 0.0	 0.3	 SE	 3.2	 8.3	 0.00	 0.30	 1.20	 29.10	 438.90
 3260	 2018-04-16 13:01:17	 120	 12.5	 66	 9.3	 62	 767.3	 761.9	 1.0	 1.4	 SE	 2.4	 9.3	 0.00	 0.30	 1.20	 29.10	 438.90
 3261	 2018-04-16 15:01:17	 120	 12.5	 66	 8.0	 58	 767.7	 762.4	 1.0	 1.7	 SE	 0.2	 8.0	 0.00	 0.30	 1.20	 29.10	 438.90
 3262	 2018-04-16 17:01:17	 120	 12.4	 66	 8.4	 57	 768.2	 762.8	 0.7	 1.4	 W	 0.4	 8.4	 0.00	 0.30	 1.20	 29.10	 438.90
 3263	 2018-04-16 19:01:17	 120	 12.3	 65	 9.4	 47	 767.9	 762.6	 0.0	 0.3	 S	 -1.3	 9.4	 0.00	 0.30	 1.20	 29.10	 438.90
 3264	 2018-04-16 21:01:17	 120	 12.1	 65	 8.0	 52	 768.4	 763.1	 0.7	 1.0	 SE	 -1.2	 8.0	 0.00	 0.30	 1.20	 29.10	 438.90
 3265	 2018-04-16 23:01:17	 120	 11.8	 66	 6.3	 61	 769.4	 764.1	 0.7	 1.4	 S	 -0.7	 6.3	 0.00	 0.30	 1.20	 29.10	 438.90
 3266	 2018-04-17 01:01:17	 120	 11.3	 65	 5.8	 70	 769.6	 764.3	 0.0	 0.0	 SE	 0.8	 5.8	 0.00	 0.00	 1.20	 29.10	 438.90
 3267	 2018-04-17 03:01:17	 120	 10.9	 66	 6.2	 70	 770.0	 764.7	 0.0	 0.0	 SE	 1.1	 6.2	 0.00	 0.00	 1.20	 29.10	 438.90
 3268	 2018-04-17 05:01:17	 120	 10.6	 66	 6.5	 71	 770.2	 764.9	 0.0	 0.0	 SE	 1.6	 6.5	 0.00	 0.00	 1.20	 29.10	 438.90
 3269	 2018-04-17 07:01:17	 120	 10.3	 66	 6.5	 71	 770.3	 765.0	 0.3	 0.7	 E	 1.6	 6.5	 0.00	 0.00	 1.20	 29.10	 438.90
 3270	 2018-04-17 09:01:17	 120	 10.2	 66	 7.5	 71	 771.2	 765.9	 1.0	 1.4	 SE	 2.6	 7.5	 0.00	 0.00	 1.20	 29.10	 438.90
 3271	 2018-04-17 11:01:17	 120	 10.3	 66	 8.0	 60	 772.1	 766.8	 0.0	 0.7	 SW	 0.7	 8.0	 0.00	 0.00	 1.20	 29.10	 438.90
 3272	 2018-04-17 13:01:17	 120	 10.8	 66	 7.7	 50	 773.0	 767.6	 1.4	 2.7	 SE	 -2.1	 7.7	 0.00	 0.00	 1.20	 29.10	 438.90
 3273	 2018-04-17 15:02:17	 121	 11.1	 65	 7.5	 55	 773.5	 768.2	 2.0	 2.4	 S	 -0.9	 6.3	 0.00	 0.00	 1.20	 29.10	 438.90
 3274	 2018-04-17 17:02:17	 120	 11.4	 65	 7.3	 58	 773.9	 768.5	 1.4	 2.0	 SW	 -0.4	 7.3	 0.00	 0.00	 1.20	 29.10	 438.90
 3275	 2018-04-17 19:02:17	 120	 11.4	 64	 6.7	 68	 774.1	 768.8	 2.7	 3.7	 E	 1.2	 3.7	 0.00	 0.00	 1.20	 29.10	 438.90
 3276	 2018-04-17 21:02:17	 120	 11.1	 64	 7.0	 58	 773.6	 768.3	 2.0	 2.7	 E	 -0.7	 5.7	 0.00	 0.00	 1.20	 29.10	 438.90
 3277	 2018-04-17 23:02:17	 120	 10.6	 65	 6.4	 64	 774.7	 769.4	 1.0	 2.7	 SE	 0.1	 6.4	 0.00	 0.00	 1.20	 29.10	 438.90
 3278	 2018-04-18 01:02:17	 120	 10.2	 65	 6.6	 60	 774.7	 769.4	 2.7	 3.4	 S	 -0.6	 3.6	 0.00	 0.00	 1.20	 29.10	 438.90
 3279	 2018-04-18 03:02:17	 120	 9.9	 66	 6.4	 60	 774.7	 769.4	 0.7	 1.0	 E	 -0.8	 6.4	 0.30	 0.30	 1.50	 29.40	 439.20
 3280	 2018-04-18 05:02:17	 120	 9.6	 66	 7.7	 57	 774.2	 768.8	 2.4	 3.7	 E	 -0.3	 5.5	 0.60	 0.90	 2.10	 30.00	 439.80
 3281	 2018-04-18 07:02:17	 120	 9.4	 66	 6.5	 61	 774.4	 769.1	 2.0	 3.7	 SSW	 -0.5	 5.2	 0.30	 1.20	 2.40	 30.30	 440.10
 3282	 2018-04-18 09:02:17	 120	 9.3	 65	 5.7	 72	 775.4	 770.1	 0.7	 1.7	 NW	 1.1	 5.7	 0.00	 1.20	 2.40	 30.30	 440.10
 3283	 2018-04-18 11:02:17	 120	 9.5	 65	 5.5	 74	 776.1	 770.8	 0.0	 0.7	 NE	 1.2	 5.5	 0.00	 1.20	 2.40	 30.30	 440.10
 3284	 2018-04-18 13:02:17	 120	 10.3	 65	 8.6	 52	 776.9	 771.5	 2.0	 3.7	 S	 -0.7	 7.4	 0.00	 1.20	 2.40	 30.30	 440.10
 3285	 2018-04-18 15:02:17	 120	 11.5	 64	 7.6	 43	 777.3	 772.0	 3.7	 5.1	 SE	 -4.2	 2.9	 0.00	 1.20	 2.40	 30.30	 440.10
 3286	 2018-04-18 17:02:17	 120	 12.5	 63	 6.9	 49	 777.9	 772.6	 2.0	 3.7	 SE	 -3.1	 5.6	 0.00	 1.20	 2.40	 30.30	 440.10
 3287	 2018-04-18 19:02:17	 120	 13.0	 64	 8.7	 52	 777.4	 772.1	 2.0	 2.4	 SE	 -0.6	 7.5	 0.00	 1.20	 2.40	 30.30	 440.10
 3288	 2018-04-18 21:02:17	 120	 14.4	 59	 7.9	 50	 777.9	 772.6	 0.7	 1.7	 SE	 -1.9	 7.9	 0.00	 1.20	 2.40	 30.30	 440.10
 3289	 2018-04-18 23:02:17	 120	 12.8	 62	 6.9	 58	 778.5	 773.2	 0.7	 1.0	 S	 -0.8	 6.9	 0.00	 1.20	 2.40	 30.30	 440.10
 3290	 2018-04-19 01:02:17	 120	 11.9	 63	 6.1	 66	 779.1	 773.8	 1.0	 1.4	 E	 0.2	 6.1	 0.00	 0.00	 2.40	 30.30	 440.10
 3291	 2018-04-19 03:02:17	 120	 11.2	 63	 5.4	 72	 779.3	 773.9	 0.3	 0.7	 SE	 0.8	 5.4	 0.00	 0.00	 2.40	 30.30	 440.10
 3292	 2018-04-19 05:02:17	 120	 10.5	 64	 5.5	 76	 779.7	 774.4	 0.7	 1.4	 SE	 1.6	 5.5	 0.00	 0.00	 2.40	 30.30	 440.10
 3293	 2018-04-19 07:02:17	 120	 10.1	 64	 5.3	 78	 779.9	 774.5	 0.7	 1.4	 SE	 1.8	 5.3	 0.00	 0.00	 2.40	 30.30	 440.10
 3294	 2018-04-19 09:02:17	 120	 9.9	 66	 5.3	 79	 780.5	 775.1	 1.4	 2.4	 SE	 2.0	 5.3	 0.00	 0.00	 2.40	 30.30	 440.10
 3295	 2018-04-19 11:02:17	 120	 10.1	 65	 6.4	 78	 780.7	 775.4	 0.7	 1.4	 S	 2.9	 6.4	 0.00	 0.00	 2.40	 30.30	 440.10
 3296	 2018-04-19 13:02:17	 120	 11.0	 66	 12.4	 43	 780.3	 775.0	 1.4	 1.7	 SE	 0.2	 12.4	 0.00	 0.00	 2.40	 30.30	 440.10
 3297	 2018-04-19 15:02:17	 120	 12.3	 64	 11.8	 44	 780.2	 774.9	 1.4	 2.4	 E	 -0.0	 11.8	 0.00	 0.00	 2.40	 30.30	 440.10
 3298	 2018-04-19 17:02:17	 120	 14.3	 63	 12.7	 32	 779.0	 773.6	 1.4	 2.0	 S	 -3.6	 12.7	 0.00	 0.00	 2.40	 30.30	 440.10
 3299	 2018-04-19 19:02:17	 120	 14.3	 63	 11.0	 44	 778.6	 773.3	 0.7	 1.0	 SE	 -0.8	 11.0	 0.00	 0.00	 2.40	 30.30	 440.10
 3300	 2018-04-19 21:02:17	 120	 13.7	 64	 9.4	 66	 777.9	 772.6	 1.0	 1.7	 SE	 3.4	 9.4	 0.00	 0.00	 2.40	 30.30	 440.10
 3301	 2018-04-19 23:02:17	 120	 13.2	 64	 9.0	 72	 777.5	 772.1	 0.0	 0.7	 SE	 4.2	 9.0	 0.00	 0.00	 2.40	 30.30	 440.10
 3302	 2018-04-20 01:02:17	 120	 12.6	 65	 8.6	 74	 776.5	 771.2	 0.3	 0.7	 NE	 4.2	 8.6	 0.00	 0.00	 2.40	 30.30	 440.10
 3303	 2018-04-20 03:02:17	 120	 12.1	 65	 7.1	 74	 775.4	 770.0	 0.0	 0.3	 NE	 2.8	 7.1	 0.00	 0.00	 2.40	 30.30	 440.10
 3304	 2018-04-20 05:02:17	 120	 11.5	 66	 7.2	 77	 774.2	 768.8	 1.4	 2.0	 E	 3.4	 7.2	 0.00	 0.00	 2.40	 30.30	 440.10
 3305	 2018-04-20 07:02:17	 120	 11.0	 66	 7.9	 78	 773.0	 767.7	 1.4	 1.7	 SE	 4.3	 7.9	 0.00	 0.00	 2.40	 30.30	 440.10
 3306	 2018-04-20 09:02:17	 120	 11.0	 66	 10.0	 65	 772.4	 767.1	 2.0	 2.7	 S	 3.7	 8.9	 0.00	 0.00	 2.40	 30.30	 440.10
 3307	 2018-04-20 11:02:17	 120	 11.6	 69	 11.8	 39	 771.2	 765.9	 1.0	 2.4	 SE	 -1.7	 11.8	 0.00	 0.00	 2.40	 30.30	 440.10
 3308	 2018-04-20 13:02:17	 120	 13.0	 70	 14.9	 31	 770.0	 764.7	 2.7	 4.1	 SE	 -2.1	 12.9	 0.00	 0.00	 2.40	 30.30	 440.10
 3309	 2018-04-20 15:02:17	 120	 14.7	 68	 14.6	 31	 768.3	 763.0	 3.4	 4.4	 SE	 -2.3	 11.6	 0.00	 0.00	 2.40	 30.30	 440.10
 3310	 2018-04-20 17:02:17	 120	 16.7	 65	 16.4	 25	 766.0	 760.7	 1.4	 3.1	 SE	 -3.7	 16.4	 0.00	 0.00	 2.40	 30.30	 440.10
 3311	 2018-04-20 19:02:17	 120	 20.2	 59	 13.4	 33	 764.4	 759.1	 3.1	 3.7	 SE	 -2.5	 10.6	 0.00	 0.00	 2.40	 30.30	 440.10
 3312	 2018-04-20 21:02:17	 120	 19.9	 58	 10.3	 41	 764.3	 758.9	 2.0	 3.4	 SW	 -2.4	 9.2	 0.00	 0.00	 2.40	 30.30	 440.10
